image;plate_num;plate_type;bbox;quad;is_vehicle;is_synthetic;source;license;conditions
images/real/real_13568c2494.jpg;AM82831;type1b;1093.2,531.5,51.0,15.9;1093.3,536.2,1143.4,531.5,1144.2,542.0,1093.2,547.4;1;0;https://commons.wikimedia.org/wiki/File%3ABelgorod_bus_17.jpg;CC BY-SA 3.0;day,dirt,motion_blur
images/real/real_0f6228599a.jpg;H734CK174;type1;206.3,697.6,69.1,22.3;207.0,697.6,275.4,701.0,275.3,719.9,206.3,717.4;1;0;https://commons.wikimedia.org/wiki/File%3ABogdan-A092.jpg;CC BY 3.0;day
images/real/real_1d158b8e4a.jpg;T141BE89;type1;965.2,897.6,64.8,22.1;965.8,902.3,1028.9,897.6,1030.1,914.4,965.2,919.7;1;0;https://commons.wikimedia.org/wiki/File%3ABrodneva_Street_%2803%29.jpg;CC BY-SA 4.0;day
images/real/real_f38bb179dd.jpg;AM76832;type1b;970.8,632.1,86.3,22.9;970.8,637.1,1056.8,632.1,1057.1,650.7,970.9,655.0;1;0;https://commons.wikimedia.org/wiki/File%3ABryansk_bus_LiAZ-4292_%D0%90%D0%9C_768_32_2019-05.jpg;CC0;day
images/real/real_b9b8e2a5d6.jpg;AM80232;type1b;849.4,680.4,59.2,13.0;849.5,681.4,908.6,680.4,907.6,693.4,849.4,693.0;1;0;https://commons.wikimedia.org/wiki/File%3ABryansk_bus_LiAZ-4292_%D0%90%D0%9C_802_32_2019-05.jpg;CC0;day,motion_blur
images/real/real_c386a96298.jpg;AM81932;type1b;835.2,699.3,42.7,14.8;835.2,704.1,876.8,699.3,877.8,709.0,836.0,714.1;1;0;https://commons.wikimedia.org/wiki/File%3ABryansk_bus_LiAZ-4292_%D0%90%D0%9C_819_32_2019-05.jpg;CC0;day,motion_blur
images/real/real_0f32c0a00c.jpg;H835AP32;type1;945.6,720.7,64.5,21.2;947.3,720.7,1010.1,724.5,1008.8,741.9,945.6,736.7;1;0;https://commons.wikimedia.org/wiki/File%3ABryansk_bus_Sovtransavto_Ikarus_%D0%90%D0%95178_32_2.jpg;CC0;day
images/real/real_913a0e8542.jpg;AE17832;type1b;1055.2,642.9,50.2,18.0;1055.2,648.4,1105.3,642.9,1105.2,655.0,1055.5,660.9;1;0;https://commons.wikimedia.org/wiki/File%3ABryansk_bus_Sovtransavto_Ikarus_%D0%90%D0%95178_32.jpg;CC0;day,motion_blur
images/real/real_913a0e8542.jpg;AM76832;type1b;30.2,581.8,55.2,11.2;30.3,581.8,85.3,582.7,85.2,593.0,30.2,591.8;1;0;https://commons.wikimedia.org/wiki/File%3ABryansk_bus_Sovtransavto_Ikarus_%D0%90%D0%95178_32.jpg;CC0;day
images/real/real_225e0e5af4.jpg;PK01277;type1b;771.1,570.2,75.2,18.0;772.1,571.9,846.2,570.2,845.5,586.7,771.1,588.2;1;0;https://commons.wikimedia.org/wiki/File%3ABus_160352_on_route_%D0%B585_on_Kashirskoye_Shosse%2C_Moscow_%2808.05.2025%29.jpg;CC BY-SA 4.0;day
images/real/real_9fb1f8a793.jpg;XH81977;type1b;380.1,662.6,117.8,25.8;380.1,662.6,497.7,663.8,497.8,688.4,380.4,687.4;1;0;https://commons.wikimedia.org/wiki/File%3ABus_162490_on_route_%D0%B580_near_Kashirskaya_metro_station%2C_Moscow_%2808.05.2025%29.jpg;CC BY-SA 4.0;day
images/real/real_92d62d2a80.jpg;K996MK21;type1;1097.5,839.6,85.9,26.2;1097.5,843.4,1181.9,839.6,1183.4,860.2,1097.8,865.8;1;0;https://commons.wikimedia.org/wiki/File%3ABus_In_Cheboksary.jpg;CC BY-SA 4.0;day
images/real/real_ae7aad844d.jpg;T676AX123;type1;668.7,588.9,91.3,24.5;668.7,592.9,757.9,588.9,760.0,609.1,669.5,613.4;1;0;https://commons.wikimedia.org/wiki/File%3ABus_Sochi_2018.jpg;CC BY 4.0;day
images/real/real_ae7aad844d.jpg;M295YK123;type1;77.5,488.2,60.8,14.1;77.5,491.1,138.0,488.2,138.3,500.8,77.5,502.3;1;0;https://commons.wikimedia.org/wiki/File%3ABus_Sochi_2018.jpg;CC BY 4.0;day
images/real/real_83e4136023.jpg;IKZ166;other;62.8,633.1,85.2,32.8;64.9,633.1,148.0,637.2,147.6,665.9,62.8,662.0;1;0;https://commons.wikimedia.org/wiki/File%3ABus_in_Kudrovo_596A_103533.jpg;CC BY-SA 4.0;day
images/real/real_83e4136023.jpg;A155AH198;type1;446.3,622.8,134.5,30.7;446.3,623.3,580.8,622.8,579.9,653.3,448.3,653.5;1;0;https://commons.wikimedia.org/wiki/File%3ABus_in_Kudrovo_596A_103533.jpg;CC BY-SA 4.0;day
images/real/real_e5c62ec15e.jpg;Y219TY178;type1;515.7,1019.9,156.1,44.0;516.6,1026.6,666.2,1019.9,671.8,1053.8,515.7,1063.9;1;0;https://commons.wikimedia.org/wiki/File%3ABus_in_Kudrovo_618_7467.jpg;CC BY-SA 4.0;day
images/real/real_326911cd2e.jpg;AM98532;type1b;859.1,944.3,146.3,32.6;859.1,945.4,1004.1,944.3,1005.4,975.2,859.8,976.9;1;0;https://commons.wikimedia.org/wiki/File%3ABus_routes_37_and_25_on_Lenina_Avenue_Bryansk.jpg;CC0;day
images/real/real_326911cd2e.jpg;AH03712;type1b;243.3,719.5,80.4,19.3;243.3,723.0,322.6,719.5,323.8,735.4,243.8,738.8;1;0;https://commons.wikimedia.org/wiki/File%3ABus_routes_37_and_25_on_Lenina_Avenue_Bryansk.jpg;CC0;day,glare,motion_blur
images/real/real_f8dc108047.jpg;M264AB761;type1;935.5,511.4,76.1,22.4;937.5,511.4,1011.6,515.1,1010.6,533.8,935.5,528.0;1;0;https://commons.wikimedia.org/wiki/File%3ABuso_NefAZ-5299-40_en_strato_la_20-a_Linio_%28Rostov_%C4%89e_Dono%29_01.jpg;CC BY-SA 4.0;day,glare
images/real/real_2ea04f5aeb.jpg;Y029AB761;type1;539.6,475.3,63.1,28.6;539.6,488.8,601.0,475.3,602.7,491.8,541.2,503.9;1;0;https://commons.wikimedia.org/wiki/File%3ABuso_NefAZ-5299-40_en_strato_la_20-a_Linio_%28Rostov_%C4%89e_Dono%29.jpg;CC BY-SA 4.0;day
images/real/real_ef0d45c505.jpg;EP83850;type1b;319.2,909.3,49.7,15.6;320.5,909.3,368.9,913.2,368.4,924.9,319.2,921.2;1;0;https://commons.wikimedia.org/wiki/File%3ADelta_Star_bus_Podolsk_%D0%95%D0%A0_838_50_%2814876651954%29.jpg;CC BY 2.0;day
images/real/real_d87dc7c902.jpg;P139MY790;type1;985.8,967.1,108.8,29.5;985.8,973.2,1092.1,967.1,1094.7,990.8,986.5,996.6;1;0;https://commons.wikimedia.org/wiki/File%3ADomodedovsky_District_bus_2026-07_Vokzalnaya_street_Lotos-105_494.JPG;CC BY 4.0;night
images/real/real_d87dc7c902.jpg;T965EX790;type1;28.4,901.8,93.0,29.1;28.4,901.8,119.3,903.5,121.4,926.9,32.2,930.9;1;0;https://commons.wikimedia.org/wiki/File%3ADomodedovsky_District_bus_2026-07_Vokzalnaya_street_Lotos-105_494.JPG;CC BY 4.0;angle,night
images/real/real_538d74a195.jpg;9416XE23;other;950.2,754.8,114.3,89.8;950.2,755.8,1063.5,754.8,1064.6,843.2,952.2,844.5;1;0;https://commons.wikimedia.org/wiki/File%3AElectrically-powered_bus_in_Sochi_01.jpg;CC BY-SA 3.0;day
images/real/real_af5aaf000d.jpg;7224XE23;other;1064.2,733.0,113.3,89.9;1064.2,734.1,1173.8,733.0,1177.6,817.9,1066.1,822.9;1;0;https://commons.wikimedia.org/wiki/File%3AElectrically-powered_bus_in_Sochi_02.jpg;CC BY-SA 3.0;day
images/real/real_34256c6a06.jpg;H983YP152;type1;824.8,525.5,41.3,16.2;824.8,527.3,865.9,525.5,866.1,541.7,825.7,541.5;1;0;https://commons.wikimedia.org/wiki/File%3AEvery_monkey_like_to_be_-_panoramio.jpg;CC BY 3.0;day,dirt
images/real/real_67bdd9998e.jpg;AY19552;type1b;529.1,966.7,36.8,9.8;529.2,966.7,565.8,966.9,565.8,976.4,529.1,976.1;1;0;https://commons.wikimedia.org/wiki/File%3AFachGesch%C3%A4ft_auf_dem_Platz_-_panoramio.jpg;CC BY 3.0;day,motion_blur
images/real/real_7ab7f06614.jpg;Y211KB790;type1;861.7,741.6,63.9,27.8;861.7,750.0,925.5,741.6,925.7,762.2,862.4,769.3;1;0;https://commons.wikimedia.org/wiki/File%3AFord_Transit_%D0%98%D0%9F_%D0%9B%D0%B5%D0%B1%D0%B5%D0%B4%D0%B5%D0%B2%D1%8B_%D0%B2_%D0%A1%D0%B5%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%BE%D0%BC_%D0%9F%D0%BE%D1%81%D0%B0%D0%B4%D0%B5.jpg;CC BY-SA 4.0;day,motion_blur
images/real/real_2693cf3ae5.jpg;E188TM174;type1;1063.7,481.1,58.7,14.6;1064.2,481.1,1121.8,482.7,1122.4,495.7,1063.7,493.8;1;0;https://commons.wikimedia.org/wiki/File%3AFord_Transit_in_Chelyabinsk.jpg;CC BY 3.0;day
images/real/real_2693cf3ae5.jpg;C251PE174;type1;665.7,593.4,119.4,35.0;665.7,598.2,784.1,593.4,785.1,622.6,666.2,628.4;1;0;https://commons.wikimedia.org/wiki/File%3AFord_Transit_in_Chelyabinsk.jpg;CC BY 3.0;day
images/real/real_03e7a868fe.jpg;TBC36477;other;1031.9,643.2,121.2,48.6;1031.9,656.1,1149.3,643.2,1153.2,677.2,1032.9,691.8;1;0;https://commons.wikimedia.org/wiki/File%3AFreightliner_FS-65_in_Moscow_%28rear_view%29.jpg;CC BY-SA 4.0;day
images/real/real_03e7a868fe.jpg;M657TT199;type1;17.7,790.1,168.9,51.8;17.7,807.8,182.8,790.1,186.6,823.1,20.8,841.8;1;0;https://commons.wikimedia.org/wiki/File%3AFreightliner_FS-65_in_Moscow_%28rear_view%29.jpg;CC BY-SA 4.0;day
images/real/real_5820232c0a.jpg;B399TA178;type1;747.3,841.4,164.6,57.3;747.3,860.3,909.9,841.4,911.9,883.2,749.8,898.8;1;0;https://commons.wikimedia.org/wiki/File%3AG%C3%B6ppel_Go4City_19_in_SPB_01.jpg;CC BY-SA 4.0;day
images/real/real_07ad5f2b4e.jpg;O334EX47;type1;1044.5,800.8,101.9,49.1;1044.5,812.2,1141.5,800.8,1146.4,835.0,1046.1,849.9;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20210102_PAZ-320412-05-Vector_O_334_EKh_47.jpg;CC0;day
images/real/real_629b06603b.jpg;B140PE178;type1;1002.2,812.2,97.8,42.1;1002.2,826.7,1098.9,812.2,1099.9,840.9,1007.7,854.2;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20220813_LiAZ-5256.58_3480_Route-K-18.jpg;CC0;day
images/real/real_e69abc5adc.jpg;O334EX47;type1;1055.3,840.7,123.7,69.5;1055.3,872.2,1174.5,840.7,1179.0,877.9,1061.7,910.2;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20220814_PAZ-320412-05-Vector_O_334_EKh_47.jpg;CC0;angle,day
images/real/real_bee86bcb3c.jpg;O273CX47;type1;1120.7,724.7,84.7,51.5;1120.7,748.4,1201.3,724.7,1205.3,753.2,1123.5,776.2;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20220927_PAZ-320412-05-Vector_O_273_SKh_47_Route-7.jpg;CC0;angle,day
images/real/real_c48e1c5234.jpg;B715AB147;type1;1071.9,806.5,115.7,47.6;1071.9,822.8,1187.6,806.5,1187.2,839.2,1073.8,854.1;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20221203_PAZ-320435-04-Vector-Next_V_715_AV_147_Route-27.jpg;CC0;angle,day
images/real/real_d49b8a5ddb.jpg;B400HY147;type1;924.2,787.8,118.4,43.0;924.2,804.8,1042.6,787.8,1042.4,816.2,927.6,830.8;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20230116_PAZ-320435-04-Vector-Next_V_400_NU_147.jpg;CC0;angle,day
images/real/real_8039f5a62f.jpg;O458PH47;type1;994.1,775.8,121.1,56.0;994.1,799.2,1112.5,775.8,1115.2,807.7,996.9,831.7;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20230126_PAZ-320412-05-Vector_O_458_RN_47_Route-3.jpg;CC0;night
images/real/real_100abfcb72.jpg;B401HH147;type1;1137.1,824.0,104.2,67.0;1137.1,857.4,1236.2,824.0,1241.3,855.2,1138.9,891.0;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20230126_PAZ-320435-04-Vector-Next_V_401_NN_147_Route-4.jpg;CC0;angle,night
images/real/real_f0603e1712.jpg;O337EX47;type1;1042.5,793.6,108.9,54.8;1042.5,809.2,1147.7,793.6,1151.4,831.1,1045.4,848.4;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20230206_PAZ-320412-05-Vector_O_337_EKh_47_Route-22.jpg;CC0;day
images/real/real_213dfa8708.jpg;O338EX47;type1;1046.5,789.0,98.2,43.8;1046.5,804.3,1141.3,789.0,1144.7,816.3,1049.7,832.8;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20230206_PAZ-320412-05-Vector_O_338_EKh_47_Route-22.jpg;CC0;day
images/real/real_c6a6b3b022.jpg;O273CX47;type1;978.8,807.4,120.9,47.6;978.8,823.8,1096.6,807.4,1099.7,839.9,979.3,855.0;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20230207_PAZ-320412-05-Vector_O_273_SKh_47_Route-29.jpg;CC0;day
images/real/real_ee132b7a41.jpg;X507HO47;type1;1040.4,847.4,113.7,62.4;1040.4,869.7,1149.9,847.4,1154.1,884.7,1043.8,909.8;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20230208_PAZ-320402-05_Kh_507_NO_47_Route-29.jpg;CC0;day
images/real/real_c9b98a1acb.jpg;O331EX47;type1;1104.7,784.0,103.9,54.5;1104.7,802.9,1204.2,784.0,1208.6,817.2,1107.9,838.5;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20230208_PAZ-320412-05-Vector_O_331_EKh_47_Route-22.jpg;CC0;day
images/real/real_55103197ca.jpg;X507HO47;type1;1134.5,854.3,131.5,83.1;1134.5,895.6,1260.2,854.3,1266.0,897.9,1140.1,937.4;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20230219_PAZ-320402-05_Kh_507_NO_47_Route-21.jpg;CC0;angle,day
images/real/real_ccb3c3c7a6.jpg;B401HH147;type1;963.3,785.6,90.9,25.2;963.3,789.9,1052.2,785.6,1054.2,804.5,964.9,810.8;1;0;https://commons.wikimedia.org/wiki/File%3AGatchina-20230219_PAZ-320435-04-Vector-Next_V_401_NN_147_Route-8.jpg;CC0;day
